id,dataset_source,source_split,source_metadata_csv,source_image_path,image_path,image_file,width,height,aadb_score,aadb_relative_path,ava_mean_score,ava_vote_1,ava_dist_1,ava_vote_2,ava_dist_2,ava_vote_3,ava_dist_3,ava_vote_4,ava_dist_4,ava_vote_5,ava_dist_5,ava_vote_6,ava_dist_6,ava_vote_7,ava_dist_7,ava_vote_8,ava_dist_8,ava_vote_9,ava_dist_9,ava_vote_10,ava_dist_10,nima_mean_score,nima_unit_score,rgnet_score,alamp_score,available_models,weighted_aesthetic_score,balanced_comparison_score,score_delta_primary_minus_comparison,rank_primary,rank_comparison,rank_delta_primary_minus_comparison,primary_rank_percentile,selection_bucket,selected,teacher_subset_bucket,teacher_subset_id,teacher_comment_3line_raw,teacher_comment_3line,teacher_generation_error,teacher_worker_parse_mode,teacher_worker_raw_text,teacher_format_valid,teacher_clean_pre_audit,teacher_source_mode,teacher_model_name,teacher_comment_3line_original,teacher_comment_strength_line,teacher_comment_weakness_line,teacher_comment_verdict_line,teacher_audit_clean,teacher_repaired,teacher_worker_short_reason,teacher_worker_detailed_reason,teacher_worker_comparison_reason,teacher_worker_tags,teacher_worker_confidence
aadb__train__farm1_383_20184947482_0d90e80db5_b.jpg__18028a86,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_383_20184947482_0d90e80db5_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_383_20184947482_0d90e80db5_b.jpg,farm1_383_20184947482_0d90e80db5_b.jpg,1024,768,0.55,farm1_383_20184947482_0d90e80db5_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.747712,0.527524,0.568934,0.529319,"['alamp', 'nima', 'rgnet']",0.544986,0.546876,-0.00189,853,839,14,0.284,selected_high,True,selected_high,teacher__57__aadb__farm1_383_20184947482_0d90e80db5_b.jpg__793c9fe4,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.",,field_recovery,"{
""short_reason"": ""selected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis. Busier background.""],
""comparison_reason"": [
{
""short"": ""busy background"",
	""long"": ""The castle is in the foreground and there are many people walking around it. The busy background makes it harder to focus on the castle itself.""
},
{",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: selected because clean subject emphasis carries the frame despite busier background.,True,False,,"""Clean subject emphasis. Busier background.",,[],
aadb__train__farm1_347_19657069024_522e022970_b.jpg__4c670e0b,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_347_19657069024_522e022970_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_347_19657069024_522e022970_b.jpg,farm1_347_19657069024_522e022970_b.jpg,1024,683,0.35,farm1_347_19657069024_522e022970_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.317797,0.479755,0.511308,0.368218,"['alamp', 'nima', 'rgnet']",0.436608,0.449339,-0.012731,2371,2296,75,0.79,rejected_low,False,rejected_low,teacher__58__aadb__farm1_347_19657069024_522e022970_b.jpg__9b15efb0,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",,field_recovery,"{
""short_reason"": ""rejected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis is strong. Busy background distracts from the subjects.""],
""comparison_reason"": [
{
""short"": ""clean subject emphasis"",
""long"": ""strong subject emphasis in foreground with clear separation and good framing""
},
{
	""short",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: not selected because busier background undercuts clean subject emphasis.,True,False,,"""Clean subject emphasis is strong. Busy background distracts from the subjects.",,[],
aadb__train__farm1_255_19662764583_8e52368f78_b.jpg__ba3c55ea,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_255_19662764583_8e52368f78_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_255_19662764583_8e52368f78_b.jpg,farm1_255_19662764583_8e52368f78_b.jpg,1024,683,0.35,farm1_255_19662764583_8e52368f78_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.815104,0.535012,0.425435,0.392495,"['alamp', 'nima', 'rgnet']",0.419923,0.428696,-0.008773,2557,2542,15,0.852,rejected_low,False,rejected_low,teacher__59__aadb__farm1_255_19662764583_8e52368f78_b.jpg__7cdc4255,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",,field_recovery,"{
""short_reason"": ""rejected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis is strong. Busy background distracts from the main subject.""],
""comparison_reason"": [
{
""short"": ""rejection of a clear texture foreground"",
""long"": ""The image has a clear textured foreground that contrasts with the blurry mountain",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: not selected because busier background undercuts clean subject emphasis.,True,False,,"""Clean subject emphasis is strong. Busy background distracts from the main subject.",,[],
aadb__val__farm1_439_20120932302_29f76898e2_b.jpg__33e3d767,aadb,val,data/processed/aadb/val.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_439_20120932302_29f76898e2_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_439_20120932302_29f76898e2_b.jpg,farm1_439_20120932302_29f76898e2_b.jpg,1024,768,0.4,farm1_439_20120932302_29f76898e2_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.693684,0.52152,0.531741,0.55566,"['alamp', 'nima', 'rgnet']",0.542678,0.539775,0.002903,873,915,-42,0.2906666666666667,selected_high,True,selected_high,teacher__60__aadb__farm1_439_20120932302_29f76898e2_b.jpg__cc29fb29,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.",,field_recovery,"{
""short_reason"": ""selected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis. Busier background.""],
""comparison_reason"": [
{
""short"": ""busy background"",
	""long"": ""The couple is standing in the middle of a busy street with cars and buildings around them.""
},
{
	""short"": """",
	""medium"":",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: selected because clean subject emphasis carries the frame despite busier background.,True,False,,"""Clean subject emphasis. Busier background.",,[],
ava__train__756190.jpg__4a0e3d49,ava,train,data/processed/ava/train.csv,data/raw/ava/images/756190.jpg,/home/omen_pc1/ava/images/756190.jpg,756190.jpg,720,513,,,4.576037,7.0,0.032258,5.0,0.023041,23.0,0.105991,54.0,0.248848,87.0,0.400922,31.0,0.142857,10.0,0.046083,0.0,0.0,0.0,0.0,0.0,0.0,6.147354,0.571928,0.528351,0.705488,"['alamp', 'nima', 'rgnet']",0.621277,0.605742,0.015535,274,322,-48,0.091,selected_high,True,selected_high,teacher__61__ava__756190.jpg__614edc13,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.",,field_recovery,"{
""short_reason"": ""selected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis. Busier background.""],
""comparison_reason"": [
{
""short"": ""busy"",
""long"": ""The girls are wearing crowns and necklaces while standing in front of a Christmas tree with ornaments. The girl on the left has her hair styled in curls",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: selected because clean subject emphasis carries the frame despite busier background.,True,False,,"""Clean subject emphasis. Busier background.",,[],
aadb__train__farm1_414_20009306060_264a7c1b0d_b.jpg__e7a7b0ac,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_414_20009306060_264a7c1b0d_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_414_20009306060_264a7c1b0d_b.jpg,farm1_414_20009306060_264a7c1b0d_b.jpg,768,1024,0.35,farm1_414_20009306060_264a7c1b0d_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.465812,0.496201,0.465556,0.309811,"['alamp', 'nima', 'rgnet']",0.390748,0.407855,-0.017107,2789,2733,56,0.9293333333333332,rejected_low,False,rejected_low,teacher__62__aadb__farm1_414_20009306060_264a7c1b0d_b.jpg__c5dd2fc4,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",,field_recovery,"{
""short_reason"": ""rejected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis is strong. The girl's face and the woman's hair are well-defined.\nBusy background with a blurred figure in the foreground.""],
""comparison_reason"": [
{
""short\_reason"": ""clean subject emphasis"",
""long_reason",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: not selected because busier background undercuts clean subject emphasis.,True,False,,"""Clean subject emphasis is strong. The girl's face and the woman's hair are well-defined.",,[],
ava__train__779836.jpg__abf3d6a6,ava,train,data/processed/ava/train.csv,data/raw/ava/images/779836.jpg,/home/omen_pc1/ava/images/779836.jpg,779836.jpg,640,515,,,5.166666,1.0,0.005747,7.0,0.04023,8.0,0.045977,37.0,0.212644,59.0,0.33908,38.0,0.218391,9.0,0.051724,11.0,0.063218,2.0,0.011494,2.0,0.011494,5.512671,0.501408,0.389854,0.38153,"['alamp', 'nima', 'rgnet']",0.396847,0.403257,-0.00641,2753,2769,-16,0.9173333333333332,rejected_low,False,rejected_low,teacher__63__ava__779836.jpg__66f4efb0,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",,field_recovery,"{
""short_reason"": ""rejected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis is strong. Busy background distracts from the main subject.""],
""comparison_reason"": [
{
""short"": ""clean subject emphasis"",
""long"": ""strong lighting and composition with a clear focus on the subject's face.""
},
{",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: not selected because busier background undercuts clean subject emphasis.,True,False,,"""Clean subject emphasis is strong. Busy background distracts from the main subject.",,[],
ava__train__412308.jpg__8e4d6f88,ava,train,data/processed/ava/train.csv,data/raw/ava/images/412308.jpg,/home/omen_pc1/ava/images/412308.jpg,412308.jpg,465,640,,,4.861244,5.0,0.023923,3.0,0.014354,14.0,0.066986,55.0,0.263158,78.0,0.373206,38.0,0.181818,10.0,0.047847,2.0,0.009569,1.0,0.004785,3.0,0.014354,5.263214,0.47369,0.479696,0.395237,"['alamp', 'nima', 'rgnet']",0.436866,0.445012,-0.008146,2367,2354,13,0.7886666666666666,rejected_low,False,rejected_low,teacher__64__ava__412308.jpg__5792c22a,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",,field_recovery,"{
""short_reason"": ""rejected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis is good. Busy background distracts from the product."", ""The image has a clear and well-lit composition with no visible distractions or blurred elements.\n\nComparison reason: [rejected]""]",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: not selected because busier background undercuts clean subject emphasis.,True,False,,"""Clean subject emphasis is good. Busy background distracts from the product."", ""The image has a clear and well-lit composition with no visible distractions or blurred elements.",,[],
ava__train__236271.jpg__3ef1cc67,ava,train,data/processed/ava/train.csv,data/raw/ava/images/236271.jpg,/home/omen_pc1/ava/images/236271.jpg,236271.jpg,640,492,,,5.397321,0.0,0.0,1.0,0.004464,7.0,0.03125,42.0,0.1875,88.0,0.392857,47.0,0.209821,24.0,0.107143,8.0,0.035714,6.0,0.026786,1.0,0.004464,5.281472,0.475719,0.438915,0.38475,"['alamp', 'nima', 'rgnet']",0.415513,0.42277,-0.007257,2603,2613,-10,0.8673333333333333,rejected_low,False,rejected_low,teacher__65__ava__236271.jpg__b3d31e35,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",,plain_text_fallback,"{
""short_reason"": ""rejected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis is strong. The girl's dress and hat are well-composed.\n\nBackground:\nThe image has a lot of greenery in the foreground which makes it harder to see the table and chair. There is also some distraction from the flowers on the table.\n\nthreshold",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: not selected because busier background undercuts clean subject emphasis.,True,False,,"{ ""short_reason"": ""rejected: clean subject emphasis, busier background"", ""detailed_reason"": [""Clean subject emphasis is strong. The girl's dress and hat are well-composed.\n\nBackground:\nThe image has a lot of greenery in the foreground which makes it harder to see the table and chair. There is also some distraction from the flowers on the table.\n\nthreshold",,[],
ava__train__206524.jpg__88cf591b,ava,train,data/processed/ava/train.csv,data/raw/ava/images/206524.jpg,/home/omen_pc1/ava/images/206524.jpg,206524.jpg,640,480,,,5.601351,1.0,0.003378,9.0,0.030405,16.0,0.054054,45.0,0.152027,70.0,0.236486,71.0,0.239865,50.0,0.168919,24.0,0.081081,7.0,0.023649,3.0,0.010135,5.948613,0.549846,0.457426,0.434639,"['alamp', 'nima', 'rgnet']",0.455275,0.462174,-0.006899,2128,2113,15,0.709,rejected_low,False,rejected_low,teacher__66__ava__206524.jpg__24ef012a,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",,field_recovery,"{
""short_reason"": ""rejected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis is strong. Busy background distracts from the subject."", ""The image has a clear texture and good separation between the subject and its surroundings.""],
""comparison_reason"": [
{
""short\_reason"": ""clean subject emphasis"",
""long_reason"": ""[",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: not selected because busier background undercuts clean subject emphasis.,True,False,,"""Clean subject emphasis is strong. Busy background distracts from the subject."", ""The image has a clear texture and good separation between the subject and its surroundings.",,[],
